series	booktitle	year	title	abstract	authors	pdf1page	pdfarticle
Revue des Nouvelles Technologies de l'Information	EGC	2018	KTI-MOOC: un système de recommandation pour la personnalisation du processus d'échange d'informations dans les MOOCs	Afin d'aider les apprenants à tirer profit du MOOC (Massive OpenOnline Course) qu'ils suivent, nous proposons un outil pour recommander àchacun d'entre eux une liste ordonnée des “Apprenants leaders” capables dele soutenir durant son processus d'apprentissage. La phase de recommandationest basée sur une approche d'aide à la décision multicritère pour la prédictionpériodique des “Apprenants leaders”. Etant donnée l'hétérogénéité des profilsdes apprenants, nous recommandons à chacun d'entre eux les leaders appropriésà son profil en utilisant la distance euclidienne et le filtrage démographique.	Sarra Bouzayane, Inès Saad	http://editions-rnti.fr/render_pdf.php?p1&p=1002428	http://editions-rnti.fr/render_pdf.php?p=1002428
Revue des Nouvelles Technologies de l'Information	EGC	2018	L'exploitation de données contextuelles pour la recommandation d'hôtels	Les systèmes de recommandation ont pour rôle d'aider les utilisateurssubmergés par la quantité d'information à faire de bons choix à partir de vastescatalogues de produits. Le déploiement de ces systèmes dans l'industrie hôtelièreest confronté à des contraintes spécifiques, limitant la performance des approchestraditionnelles. Les systèmes de recommandation d'hôtels souffrent enparticulier d'un problème de démarrage à froid continu à cause de la volatilitédes préférences des voyageurs et du changement de comportements en fonctiondu contexte. Dans cet article, nous présentons le problème de recommandationd'hôtels ainsi que ses caractéristiques distinctives. Nous proposons de nouvellesméthodes contextuelles qui prennent en compte les dimensions géographique ettemporelle ainsi que la raison du voyage, afin de générer les listes de recommandation.Nos expérimentations sur des jeux de données réels soulignent lacontribution des données contextuelles à l'amélioration de la qualité de recommandation.	Marie Al Ghossein, Talel Abdessalem, Anthony Barré	http://editions-rnti.fr/render_pdf.php?p1&p=1002390	http://editions-rnti.fr/render_pdf.php?p=1002390
Revue des Nouvelles Technologies de l'Information	EGC	2018	L'ontologie OntoBiotope pour l'étude de la biodiversité microbienne	L'intégration des données hétérogènes en Sciences de la Vie est unsujet de recherche majeur. L'importance et le volume considérable des informationssur les milieux de vie des microorganismes dans tous les domaines telsque la santé, l'agriculture ou l'environnement justifie le développement de traitementsautomatisés. Nous proposons ici l'ontologie OntoBiotope dont nous décrivonsles principes de construction ainsi que des exemples d'utilisation pourl'annotation et l'indexation sémantique des habitats microbiens décrits en languenaturelle dans les documents scientifiques.	Claire Nédellec, Estelle Chaix, Robert Bossy, Louise Deléger, Sandra Dérozier, Jean-Baptiste Bohuon, Valentin Loux	http://editions-rnti.fr/render_pdf.php?p1&p=1002401	http://editions-rnti.fr/render_pdf.php?p=1002401
Revue des Nouvelles Technologies de l'Information	EGC	2018	Long-range influences in (social) networks		Ernesto Estrada	http://editions-rnti.fr/render_pdf.php?p1&p=1002361	http://editions-rnti.fr/render_pdf.php?p=1002361
Revue des Nouvelles Technologies de l'Information	EGC	2018	Mainmise sur les médias et suivi de communautés dans les graphes dynamiques	Ce court article présente le design et l'utilisation d'un tableau de bordvisuel permettant d'explorer, questionner et comprendre l'évolution des communautésd'un graphe dynamique. L'exemple ayant motivé la conception et laréalisation de ce tableau de bord est celui d'un réseau d'affiliation des personnalitésprésentes dans les médias français. Le suivi de communautés s'avère utilepour cerner le biais potentiel induit de la co-présence répétée des mêmes personnalitésdans les émissions de radio et de télévision au cours du temps.	Haolin Ren, Marie-Luce Viaud, Guy Melançon	http://editions-rnti.fr/render_pdf.php?p1&p=1002423	http://editions-rnti.fr/render_pdf.php?p=1002423
Revue des Nouvelles Technologies de l'Information	EGC	2018	Mean-shift : Clustering scalable et distribué	Nous présentons dans ce papier un nouvel algorithme Mean-Shift utilisantles K-plus proches voisins pour la montée du gradient (NNMS : NearestNeighbours Mean Shift). Le coût computationnel intensif de ce dernier a longtempslimité son utilisation sur des jeux de données complexes où un partitionnementen clusters non ellipsoïdaux serait bénéfique. Or, une implémentationscalable de l'algorithme ne compense pas l'augmentation du temps d'exécutionen fonction de la taille du jeu de données en raison de sa complexité quadratique.Afin de pallier, ce problème nous avons introduit le "Locality SensitiveHashing" (LSH) qui est une approximation de la recherche des K-plus prochesvoisins ainsi qu'une règle empirique pour le choix du K. La combinaison de cesaméliorations au sein du NNMS offre l'opportunité d'un traitement pertinentaux problématiques du clustering appliquée aux données massives.	Gaël Beck, Hanane Azzag, Mustapha Lebbah, Tarn Duong	http://editions-rnti.fr/render_pdf.php?p1&p=1002420	http://editions-rnti.fr/render_pdf.php?p=1002420
Revue des Nouvelles Technologies de l'Information	EGC	2018	Méta-analyse ordinale d'enquêtes d'opinion Application aux usages de l'Internet des objets en entreprise	La multiplicité des enquêtes d'opinion sur un même sujet nécessite la construction de synthèses qui agrègent les résultats obtenus dans des conditions indépendantes. Dans cet article, nous proposons une nouvelle approche ordinale de méta-analyse qui consiste à rechercher un ordre consensus qui rend compte « au mieux » des ordres partiels entre les modalités issus des résultats des différentes enquêtes. Nous modélisons ce problème par une variante d'une recherche d'un ordre médian sur les sommets d'un graphe orienté pondéré et nous développons un algorithme de séparation-évaluation pour le résoudre. Notre approche est appliquée sur un ensemble d'enquêtes internationales portant sur les motivations et les freins à l'intégration de l'Internet des Objets dans les entreprises.	Rostand Affogbolo, Claire Gauzente, Alain Guénoche, Pascale Kuntz	http://editions-rnti.fr/render_pdf.php?p1&p=1002365	http://editions-rnti.fr/render_pdf.php?p=1002365
Revue des Nouvelles Technologies de l'Information	EGC	2018	Méthode basée sur les ensembles approximatifs pour l'apprentissage incrémental en présence des données déséquilibrées	Ce papier propose une méthode basée sur la théorie des ensembles approximatifset dédiée à l'apprentissage supervisé incrémental dans un contextede données déséquilibrées. Cette méthode consiste en trois phases : la constructiond'une table de décision, l'inférence d'un ensemble de règles de décisionet la classification de chaque action potentielle dans l'une des classes de décisionprédéfinies. La méthode MAI2P est validée dans le contexte des MOOCs(Massive Open Online Courses).	Sarra Bouzayane, Inès Saad	http://editions-rnti.fr/render_pdf.php?p1&p=1002393	http://editions-rnti.fr/render_pdf.php?p=1002393
Revue des Nouvelles Technologies de l'Information	EGC	2018	Méthode d'Apprentissage pour Extraire les Localisations dans les MicroBlogs		Thi-Bich-Ngoc Hoang, Josiane Mothe	http://editions-rnti.fr/render_pdf.php?p1&p=1002411	http://editions-rnti.fr/render_pdf.php?p=1002411
Revue des Nouvelles Technologies de l'Information	EGC	2018	Modélisation des métadonnées d'un data lake en data vault	Avec l'avènement des mégadonnées, l'informatique décisionnelle adû trouver des solutions pour gérer des données de très grands volume et variété.Les lacs de données (data lakes) répondent à ces besoins du point du vuedu stockage, mais nécessitent la gestion de métadonnées adéquates pour garantirun accès efficace aux données. Sur la base d'un modèle multidimensionnelde métadonnées conçu pour un lac de données présentant un défaut d'évolutivitéde schéma, nous proposons l'utilisation d'un data vault pour traiter ceproblème. Pour montrer la faisabilité de cette approche, nous instancions notremodèle conceptuel de métadonnées en modèles logiques et physiques relationnelet orienté document. Nous comparons également les modèles physiques entermes de stockage et de temps de réponse aux requêtes sur les métadonnées.	Iuri D. Nogueira, Maram Romdhane, Jérôme Darmont	http://editions-rnti.fr/render_pdf.php?p1&p=1002385	http://editions-rnti.fr/render_pdf.php?p=1002385
Revue des Nouvelles Technologies de l'Information	EGC	2018	NFB: protocole de Notarisation des Documents dans la Blockchain		Haikel Megrahi, Nouha Omrane, Rakia Jaziri	http://editions-rnti.fr/render_pdf.php?p1&p=1002415	http://editions-rnti.fr/render_pdf.php?p=1002415
Revue des Nouvelles Technologies de l'Information	EGC	2018	Nouveau Modèle de Sélection de Caractéristiques basé sur la Théorie des Ensembles Approximatifs pour les Données Massives		Zaineb Chelly Dagdia, Christine Zarges, Gaël Beck, Mustapha Lebbah	http://editions-rnti.fr/render_pdf.php?p1&p=1002409	http://editions-rnti.fr/render_pdf.php?p=1002409
Revue des Nouvelles Technologies de l'Information	EGC	2018	PALM: Un algorithme parallèle pour extraire des clusters de liens dans les réseaux sociaux	Dans cet article, nous nous intéressons à l'optimisation du processusde recherche de clusters de liens. Nous proposons en particulier l'algorithmePALM (Stattner et al., 2017), qui vise à améliorer l'efficacité du processus d'extractionpar l'exploration conjointe de plusieurs zones de l'espace de recherche.Ainsi, nous commençons par démontrer que l'espace des solutions forme untreillis de concepts. Nous proposons ensuite une approche qui explore en parallèleles branches de ce treillis tout en réduisant l'espace de recherche en s'appuyantsur différentes propriétés. Les bonnes performances de notre algorithmesont démontrées en le comparant avec l'algorithme d'extraction d'origine.	Erick Stattner, Reynald Eugenie, Martine Collard	http://editions-rnti.fr/render_pdf.php?p1&p=1002419	http://editions-rnti.fr/render_pdf.php?p=1002419
